CH477186.1 supercont1.1
CH901597.1 supercont1.3797
CH901598.1 supercont1.3798
CH901599.1 supercont1.3799
CH901600.1 supercont1.3800
CH901601.1 supercont1.3801
CH901602.1 supercont1.3802
CH901603.1 supercont1.3803
CH901604.1 supercont1.3804
CH901605.1 supercont1.3805
CH901606.1 supercont1.3806
CH901607.1 supercont1.3807
CH901608.1 supercont1.3808
CH901609.1 supercont1.3809
CH901610.1 supercont1.3810
CH901611.1 supercont1.3811
CH901612.1 supercont1.3812
CH901613.1 supercont1.3813
CH901614.1 supercont1.3814
CH901615.1 supercont1.3815
CH901616.1 supercont1.3816
CH901617.1 supercont1.3817
CH901618.1 supercont1.3818
CH901619.1 supercont1.3819
CH901620.1 supercont1.3820
CH901621.1 supercont1.3821
CH901622.1 supercont1.3822
CH901623.1 supercont1.3823
CH901624.1 supercont1.3824
CH901625.1 supercont1.3825
CH901626.1 supercont1.3826
CH901627.1 supercont1.3827
CH901628.1 supercont1.3828
CH901629.1 supercont1.3829
CH901630.1 supercont1.3830
CH901631.1 supercont1.3831
CH901632.1 supercont1.3832
CH901633.1 supercont1.3833
CH901634.1 supercont1.3834
CH901635.1 supercont1.3835
CH901636.1 supercont1.3836
CH901637.1 supercont1.3837
CH901638.1 supercont1.3838
CH901639.1 supercont1.3839
CH901640.1 supercont1.3840
CH901641.1 supercont1.3841
CH901642.1 supercont1.3842
CH901643.1 supercont1.3843
CH901644.1 supercont1.3844
CH901645.1 supercont1.3845
CH901646.1 supercont1.3846
CH901647.1 supercont1.3847
CH901648.1 supercont1.3848
CH901649.1 supercont1.3849
CH901650.1 supercont1.3850
CH901651.1 supercont1.3851
CH901652.1 supercont1.3852
CH901653.1 supercont1.3853
CH901654.1 supercont1.3854
CH901655.1 supercont1.3855
CH901656.1 supercont1.3856
CH901657.1 supercont1.3857
CH901658.1 supercont1.3858
CH901659.1 supercont1.3859
CH901660.1 supercont1.3860
CH901661.1 supercont1.3861
CH901662.1 supercont1.3862
CH901663.1 supercont1.3863
CH901664.1 supercont1.3864
CH901665.1 supercont1.3865
CH901666.1 supercont1.3866
CH901667.1 supercont1.3867
CH901668.1 supercont1.3868
CH901669.1 supercont1.3869
CH901670.1 supercont1.3870
CH901671.1 supercont1.3871
CH901672.1 supercont1.3872
CH901673.1 supercont1.3873
CH901674.1 supercont1.3874
CH901675.1 supercont1.3875
CH901676.1 supercont1.3876
CH901677.1 supercont1.3877
CH901678.1 supercont1.3878
CH901679.1 supercont1.3879
CH901680.1 supercont1.3880
CH901681.1 supercont1.3881
CH901682.1 supercont1.3882
CH901683.1 supercont1.3883
CH901684.1 supercont1.3884
CH901685.1 supercont1.3885
CH901686.1 supercont1.3886
CH901687.1 supercont1.3887
CH901688.1 supercont1.3888
CH901689.1 supercont1.3889
CH901690.1 supercont1.3890
CH901691.1 supercont1.3891
CH901692.1 supercont1.3892
CH901693.1 supercont1.3893
CH901694.1 supercont1.3894
CH901695.1 supercont1.3895
CH901696.1 supercont1.3896
CH901697.1 supercont1.3897
CH901698.1 supercont1.3898
CH901699.1 supercont1.3899
CH901700.1 supercont1.3900
CH901701.1 supercont1.3901
CH901702.1 supercont1.3902
CH901703.1 supercont1.3903
CH901704.1 supercont1.3904
CH901705.1 supercont1.3905
CH901706.1 supercont1.3906
CH901707.1 supercont1.3907
CH901708.1 supercont1.3908
CH901709.1 supercont1.3909
CH901710.1 supercont1.3910
CH901711.1 supercont1.3911
CH901712.1 supercont1.3912
CH901713.1 supercont1.3913
CH901714.1 supercont1.3914
CH901715.1 supercont1.3915
CH901716.1 supercont1.3916
CH901717.1 supercont1.3917
CH901718.1 supercont1.3918
CH901719.1 supercont1.3919
CH901720.1 supercont1.3920
CH901721.1 supercont1.3921
CH901722.1 supercont1.3922
CH901723.1 supercont1.3923
CH901724.1 supercont1.3924
CH901725.1 supercont1.3925
CH901726.1 supercont1.3926
CH901727.1 supercont1.3927
CH901728.1 supercont1.3928
CH901729.1 supercont1.3929
CH901730.1 supercont1.3930
CH901731.1 supercont1.3931
CH901732.1 supercont1.3932
CH901733.1 supercont1.3933
CH901734.1 supercont1.3934
CH901735.1 supercont1.3935
CH901736.1 supercont1.3936
CH901737.1 supercont1.3937
CH901738.1 supercont1.3938
CH901739.1 supercont1.3939
CH901740.1 supercont1.3940
CH901741.1 supercont1.3941
CH901742.1 supercont1.3942
CH901743.1 supercont1.3943
CH901744.1 supercont1.3944
CH901745.1 supercont1.3945
CH901746.1 supercont1.3946
CH901747.1 supercont1.3947
CH901748.1 supercont1.3948
CH901749.1 supercont1.3949
CH901750.1 supercont1.3950
CH901751.1 supercont1.3951
CH901752.1 supercont1.3952
CH901753.1 supercont1.3953
CH901754.1 supercont1.3954
CH901755.1 supercont1.3955
CH901756.1 supercont1.3956
CH901757.1 supercont1.3957
CH901758.1 supercont1.3958
CH901759.1 supercont1.3959
CH901760.1 supercont1.3960
CH901761.1 supercont1.3961
CH901762.1 supercont1.3962
CH901763.1 supercont1.3963
CH901764.1 supercont1.3964
CH901765.1 supercont1.3965
CH901766.1 supercont1.3966
CH901767.1 supercont1.3967
CH901768.1 supercont1.3968
CH901769.1 supercont1.3969
CH901770.1 supercont1.3970
CH901771.1 supercont1.3971
CH901772.1 supercont1.3972
CH901773.1 supercont1.3973
CH901774.1 supercont1.3974
CH901775.1 supercont1.3975
CH901776.1 supercont1.3976
CH901777.1 supercont1.3977
CH901778.1 supercont1.3978
CH901779.1 supercont1.3979
CH901780.1 supercont1.3980
CH901781.1 supercont1.3981
CH901782.1 supercont1.3982
CH901783.1 supercont1.3983
CH901784.1 supercont1.3984
CH901785.1 supercont1.3985
CH901786.1 supercont1.3986
CH901787.1 supercont1.3987
CH901788.1 supercont1.3988
CH901789.1 supercont1.3989
CH901790.1 supercont1.3990
CH901791.1 supercont1.3991
CH901792.1 supercont1.3992
CH901793.1 supercont1.3993
CH901794.1 supercont1.3994
CH901795.1 supercont1.3995
CH901796.1 supercont1.3996
CH901797.1 supercont1.3997
CH901798.1 supercont1.3998
CH901799.1 supercont1.3999
CH901800.1 supercont1.4000
CH901801.1 supercont1.4001
CH901802.1 supercont1.4002
CH901803.1 supercont1.4003
CH901804.1 supercont1.4004
CH901805.1 supercont1.4005
CH901806.1 supercont1.4006
CH901807.1 supercont1.4007
CH901808.1 supercont1.4008
CH901809.1 supercont1.4009
CH901810.1 supercont1.4010
CH901811.1 supercont1.4011
CH901812.1 supercont1.4012
CH901813.1 supercont1.4013
CH901814.1 supercont1.4014
CH901815.1 supercont1.4015
CH901816.1 supercont1.4016
CH901817.1 supercont1.4017
CH901818.1 supercont1.4018
CH901819.1 supercont1.4019
CH901820.1 supercont1.4020
CH901821.1 supercont1.4021
CH901822.1 supercont1.4022
CH901823.1 supercont1.4023
CH901824.1 supercont1.4024
CH901825.1 supercont1.4025
CH901826.1 supercont1.4026
CH901827.1 supercont1.4027
CH901828.1 supercont1.4028
CH901829.1 supercont1.4029
CH901830.1 supercont1.4030
CH901831.1 supercont1.4031
CH901832.1 supercont1.4032
CH901833.1 supercont1.4033
CH901834.1 supercont1.4034
CH901835.1 supercont1.4035
CH901836.1 supercont1.4036
CH901837.1 supercont1.4037
CH901838.1 supercont1.4038
CH901839.1 supercont1.4039
CH901840.1 supercont1.4040
CH901841.1 supercont1.4041
CH901842.1 supercont1.4042
CH901843.1 supercont1.4043
CH901844.1 supercont1.4044
CH901845.1 supercont1.4045
CH901846.1 supercont1.4046
CH901847.1 supercont1.4047
CH901848.1 supercont1.4048
CH901849.1 supercont1.4049
CH901850.1 supercont1.4050
CH901851.1 supercont1.4051
CH901852.1 supercont1.4052
CH901853.1 supercont1.4053
CH901854.1 supercont1.4054
CH901855.1 supercont1.4055
CH901856.1 supercont1.4056
CH901857.1 supercont1.4057
CH901858.1 supercont1.4058
CH901859.1 supercont1.4059
CH901860.1 supercont1.4060
CH901861.1 supercont1.4061
CH901862.1 supercont1.4062
CH901863.1 supercont1.4063
CH901864.1 supercont1.4064
CH901865.1 supercont1.4065
CH901866.1 supercont1.4066
CH901867.1 supercont1.4067
CH901868.1 supercont1.4068
CH901869.1 supercont1.4069
CH901870.1 supercont1.4070
CH901871.1 supercont1.4071
CH901872.1 supercont1.4072
CH901873.1 supercont1.4073
CH901874.1 supercont1.4074
CH901875.1 supercont1.4075
CH901876.1 supercont1.4076
CH901877.1 supercont1.4077
CH901878.1 supercont1.4078
CH901879.1 supercont1.4079
CH901880.1 supercont1.4080
CH901881.1 supercont1.4081
CH901882.1 supercont1.4082
CH901883.1 supercont1.4083
CH901884.1 supercont1.4084
CH901885.1 supercont1.4085
CH901886.1 supercont1.4086
CH901887.1 supercont1.4087
CH901888.1 supercont1.4088
CH901889.1 supercont1.4089
CH901890.1 supercont1.4090
CH901891.1 supercont1.4091
CH901892.1 supercont1.4092
CH901893.1 supercont1.4093
CH901894.1 supercont1.4094
CH901895.1 supercont1.4095
CH901896.1 supercont1.4096
CH901897.1 supercont1.4097
CH901898.1 supercont1.4098
CH901899.1 supercont1.4099
CH901900.1 supercont1.4100
CH901901.1 supercont1.4101
CH901902.1 supercont1.4102
CH901903.1 supercont1.4103
CH901904.1 supercont1.4104
CH901905.1 supercont1.4105
CH901906.1 supercont1.4106
CH901907.1 supercont1.4107
CH901908.1 supercont1.4108
CH901909.1 supercont1.4109
CH901910.1 supercont1.4110
CH901911.1 supercont1.4111
CH901912.1 supercont1.4112
CH901913.1 supercont1.4113
CH901914.1 supercont1.4114
CH901915.1 supercont1.4115
CH901916.1 supercont1.4116
CH901917.1 supercont1.4117
CH901918.1 supercont1.4118
CH901919.1 supercont1.4119
CH901920.1 supercont1.4120
CH901921.1 supercont1.4121
CH901922.1 supercont1.4122
CH901923.1 supercont1.4123
CH901924.1 supercont1.4124
CH901925.1 supercont1.4125
CH901926.1 supercont1.4126
CH901927.1 supercont1.4127
CH901928.1 supercont1.4128
CH901929.1 supercont1.4129
CH901930.1 supercont1.4130
CH901931.1 supercont1.4131
CH901932.1 supercont1.4132
CH901933.1 supercont1.4133
CH901934.1 supercont1.4134
CH901935.1 supercont1.4135
CH901936.1 supercont1.4136
CH901937.1 supercont1.4137
CH901938.1 supercont1.4138
CH901939.1 supercont1.4139
CH901940.1 supercont1.4140
CH901941.1 supercont1.4141
CH901942.1 supercont1.4142
CH901943.1 supercont1.4143
CH901944.1 supercont1.4144
CH901945.1 supercont1.4145
CH901946.1 supercont1.4146
CH901947.1 supercont1.4147
CH901948.1 supercont1.4148
CH901949.1 supercont1.4149
CH901950.1 supercont1.4150
CH901951.1 supercont1.4151
CH901952.1 supercont1.4152
CH901953.1 supercont1.4153
CH901954.1 supercont1.4154
CH901955.1 supercont1.4155
CH901956.1 supercont1.4156
CH901957.1 supercont1.4157
CH901958.1 supercont1.4158
CH901959.1 supercont1.4159
CH901960.1 supercont1.4160
CH901961.1 supercont1.4161
CH901962.1 supercont1.4162
CH901963.1 supercont1.4163
CH901964.1 supercont1.4164
CH901965.1 supercont1.4165
CH901966.1 supercont1.4166
CH901967.1 supercont1.4167
CH901968.1 supercont1.4168
CH901969.1 supercont1.4169
CH901970.1 supercont1.4170
CH901971.1 supercont1.4171
CH901972.1 supercont1.4172
CH901973.1 supercont1.4173
CH901974.1 supercont1.4174
CH901975.1 supercont1.4175
CH901976.1 supercont1.4176
CH901977.1 supercont1.4177
CH901978.1 supercont1.4178
CH901979.1 supercont1.4179
CH901980.1 supercont1.4180
CH901981.1 supercont1.4181
CH901982.1 supercont1.4182
CH901983.1 supercont1.4183
CH901984.1 supercont1.4184
CH901985.1 supercont1.4185
CH901986.1 supercont1.4186
CH901987.1 supercont1.4187
CH901988.1 supercont1.4188
CH901989.1 supercont1.4189
CH901990.1 supercont1.4190
CH901991.1 supercont1.4191
CH901992.1 supercont1.4192
CH901993.1 supercont1.4193
CH901994.1 supercont1.4194
CH901995.1 supercont1.4195
CH901996.1 supercont1.4196
CH901997.1 supercont1.4197
CH901998.1 supercont1.4198
CH901999.1 supercont1.4199
CH902000.1 supercont1.4200
CH902001.1 supercont1.4201
CH902002.1 supercont1.4202
CH902003.1 supercont1.4203
CH902004.1 supercont1.4204
CH902005.1 supercont1.4205
CH902006.1 supercont1.4206
CH902007.1 supercont1.4207
CH902008.1 supercont1.4208
CH902009.1 supercont1.4209
CH902010.1 supercont1.4210
CH902011.1 supercont1.4211
CH902012.1 supercont1.4212
CH902013.1 supercont1.4213
CH902014.1 supercont1.4214
CH902015.1 supercont1.4215
CH902016.1 supercont1.4216
CH902017.1 supercont1.4217
CH902018.1 supercont1.4218
CH902019.1 supercont1.4219
CH902020.1 supercont1.4220
CH902021.1 supercont1.4221
CH902022.1 supercont1.4222
CH902023.1 supercont1.4223
CH902024.1 supercont1.4224
CH902025.1 supercont1.4225
CH902026.1 supercont1.4226
CH902027.1 supercont1.4227
CH902028.1 supercont1.4228
CH902029.1 supercont1.4229
CH902030.1 supercont1.4230
CH902031.1 supercont1.4231
CH902032.1 supercont1.4232
CH902033.1 supercont1.4233
CH902034.1 supercont1.4234
CH902035.1 supercont1.4235
CH902036.1 supercont1.4236
CH902037.1 supercont1.4237
CH902038.1 supercont1.4238
CH902039.1 supercont1.4239
CH902040.1 supercont1.4240
CH902041.1 supercont1.4241
CH902042.1 supercont1.4242
CH902043.1 supercont1.4243
CH902044.1 supercont1.4244
CH902045.1 supercont1.4245
CH902046.1 supercont1.4246
CH902047.1 supercont1.4247
CH902048.1 supercont1.4248
CH902049.1 supercont1.4249
CH902050.1 supercont1.4250
CH902051.1 supercont1.4251
CH902052.1 supercont1.4252
CH902053.1 supercont1.4253
CH902054.1 supercont1.4254
CH902055.1 supercont1.4255
CH902056.1 supercont1.4256
CH902057.1 supercont1.4257
CH902058.1 supercont1.4258
CH902059.1 supercont1.4259
CH902060.1 supercont1.4260
CH902061.1 supercont1.4261
CH902062.1 supercont1.4262
CH902063.1 supercont1.4263
CH902064.1 supercont1.4264
CH902065.1 supercont1.4265
CH902066.1 supercont1.4266
CH902067.1 supercont1.4267
CH902068.1 supercont1.4268
CH902069.1 supercont1.4269
CH902070.1 supercont1.4270
CH902071.1 supercont1.4271
CH902072.1 supercont1.4272
CH902073.1 supercont1.4273
CH902074.1 supercont1.4274
CH902075.1 supercont1.4275
CH902076.1 supercont1.4276
CH902077.1 supercont1.4277
CH902078.1 supercont1.4278
CH902079.1 supercont1.4279
CH902080.1 supercont1.4280
CH902081.1 supercont1.4281
CH902082.1 supercont1.4282
CH902083.1 supercont1.4283
CH902084.1 supercont1.4284
CH902085.1 supercont1.4285
CH902086.1 supercont1.4286
CH902087.1 supercont1.4287
CH902088.1 supercont1.4288
CH902089.1 supercont1.4289
CH902090.1 supercont1.4290
CH902091.1 supercont1.4291
CH902092.1 supercont1.4292
CH902093.1 supercont1.4293
CH902094.1 supercont1.4294
CH902095.1 supercont1.4295
CH902096.1 supercont1.4296
CH902097.1 supercont1.4297
CH902098.1 supercont1.4298
CH902099.1 supercont1.4299
CH902100.1 supercont1.4300
CH902101.1 supercont1.4301
CH902102.1 supercont1.4302
CH902103.1 supercont1.4303
CH902104.1 supercont1.4304
CH902105.1 supercont1.4305
CH902106.1 supercont1.4306
CH902107.1 supercont1.4307
CH902108.1 supercont1.4308
CH902109.1 supercont1.4309
CH902110.1 supercont1.4310
CH902111.1 supercont1.4311
CH902112.1 supercont1.4312
CH902113.1 supercont1.4313
CH902114.1 supercont1.4314
CH902115.1 supercont1.4315
CH902116.1 supercont1.4316
CH902117.1 supercont1.4317
CH902118.1 supercont1.4318
CH902119.1 supercont1.4319
CH902120.1 supercont1.4320
CH902121.1 supercont1.4321
CH902122.1 supercont1.4322
CH902123.1 supercont1.4323
CH902124.1 supercont1.4324
CH902125.1 supercont1.4325
CH902126.1 supercont1.4326
CH902127.1 supercont1.4327
CH902128.1 supercont1.4328
CH902129.1 supercont1.4329
CH902130.1 supercont1.4330
CH902131.1 supercont1.4331
CH902132.1 supercont1.4332
CH902133.1 supercont1.4333
CH902134.1 supercont1.4334
CH902135.1 supercont1.4335
CH902136.1 supercont1.4336
CH902137.1 supercont1.4337
CH902138.1 supercont1.4338
CH902139.1 supercont1.4339
CH902140.1 supercont1.4340
CH902141.1 supercont1.4341
CH902142.1 supercont1.4342
CH902143.1 supercont1.4343
CH902144.1 supercont1.4344
CH902145.1 supercont1.4345
CH902146.1 supercont1.4346
CH902147.1 supercont1.4347
CH902148.1 supercont1.4348
CH902149.1 supercont1.4349
CH902150.1 supercont1.4350
CH902151.1 supercont1.4351
CH902152.1 supercont1.4352
CH902153.1 supercont1.4353
CH902154.1 supercont1.4354
CH902155.1 supercont1.4355
CH902156.1 supercont1.4356
CH902157.1 supercont1.4357
CH902158.1 supercont1.4358
CH902159.1 supercont1.4359
CH902160.1 supercont1.4360
CH902161.1 supercont1.4361
CH902162.1 supercont1.4362
CH902163.1 supercont1.4363
CH902164.1 supercont1.4364
CH902165.1 supercont1.4365
CH902166.1 supercont1.4366
CH902167.1 supercont1.4367
CH902168.1 supercont1.4368
CH902169.1 supercont1.4369
CH902170.1 supercont1.4370
CH902171.1 supercont1.4371
CH902172.1 supercont1.4372
CH902173.1 supercont1.4373
CH902174.1 supercont1.4374
CH902175.1 supercont1.4375
CH902176.1 supercont1.4376
CH902177.1 supercont1.4377
CH902178.1 supercont1.4378
CH902179.1 supercont1.4379
CH902180.1 supercont1.4380
CH902181.1 supercont1.4381
CH902182.1 supercont1.4382
CH902183.1 supercont1.4383
CH902184.1 supercont1.4384
CH902185.1 supercont1.4385
CH902186.1 supercont1.4386
CH902187.1 supercont1.4387
CH902188.1 supercont1.4388
CH902189.1 supercont1.4389
CH902190.1 supercont1.4390
CH902191.1 supercont1.4391
CH902192.1 supercont1.4392
CH902193.1 supercont1.4393
CH902194.1 supercont1.4394
CH902195.1 supercont1.4395
CH902196.1 supercont1.4396
CH902197.1 supercont1.4397
CH902198.1 supercont1.4398
CH902199.1 supercont1.4399
CH902200.1 supercont1.4400
CH902201.1 supercont1.4401
CH902202.1 supercont1.4402
CH902203.1 supercont1.4403
CH902204.1 supercont1.4404
CH902205.1 supercont1.4405
CH902206.1 supercont1.4406
CH902207.1 supercont1.4407
CH902208.1 supercont1.4408
CH902209.1 supercont1.4409
CH902210.1 supercont1.4410
CH902211.1 supercont1.4411
CH902212.1 supercont1.4412
CH902213.1 supercont1.4413
CH902214.1 supercont1.4414
CH902215.1 supercont1.4415
CH902216.1 supercont1.4416
CH902217.1 supercont1.4417
CH902218.1 supercont1.4418
CH902219.1 supercont1.4419
CH902220.1 supercont1.4420
CH902221.1 supercont1.4421
CH902222.1 supercont1.4422
CH902223.1 supercont1.4423
CH902224.1 supercont1.4424
CH902225.1 supercont1.4425
CH902226.1 supercont1.4426
CH902227.1 supercont1.4427
CH902228.1 supercont1.4428
CH902229.1 supercont1.4429
CH902230.1 supercont1.4430
CH902231.1 supercont1.4431
CH902232.1 supercont1.4432
CH902233.1 supercont1.4433
CH902234.1 supercont1.4434
CH902235.1 supercont1.4435
CH902236.1 supercont1.4436
CH902237.1 supercont1.4437
CH902238.1 supercont1.4438
CH902239.1 supercont1.4439
CH902240.1 supercont1.4440
CH902241.1 supercont1.4441
CH902242.1 supercont1.4442
CH902243.1 supercont1.4443
CH902244.1 supercont1.4444
CH902245.1 supercont1.4445
CH902246.1 supercont1.4446
CH902247.1 supercont1.4447
CH902248.1 supercont1.4448
CH902249.1 supercont1.4449
CH902250.1 supercont1.4450
CH902251.1 supercont1.4451
CH902252.1 supercont1.4452
CH902253.1 supercont1.4453
CH902254.1 supercont1.4454
CH902255.1 supercont1.4455
CH902256.1 supercont1.4456
CH902257.1 supercont1.4457
CH902258.1 supercont1.4458
CH902259.1 supercont1.4459
CH902260.1 supercont1.4460
CH902261.1 supercont1.4461
CH902262.1 supercont1.4462
CH902263.1 supercont1.4463
CH902264.1 supercont1.4464
CH902265.1 supercont1.4465
CH902266.1 supercont1.4466
CH902267.1 supercont1.4467
CH902268.1 supercont1.4468
CH902269.1 supercont1.4469
CH902270.1 supercont1.4470
CH902271.1 supercont1.4471
CH902272.1 supercont1.4472
CH902273.1 supercont1.4473
CH902274.1 supercont1.4474
CH902275.1 supercont1.4475
CH902276.1 supercont1.4476
CH902277.1 supercont1.4477
CH902278.1 supercont1.4478
CH902279.1 supercont1.4479
CH902280.1 supercont1.4480
CH902281.1 supercont1.4481
CH902282.1 supercont1.4482
CH902283.1 supercont1.4483
CH902284.1 supercont1.4484
CH902285.1 supercont1.4485
CH902286.1 supercont1.4486
CH902287.1 supercont1.4487
CH902288.1 supercont1.4488
CH902289.1 supercont1.4489
CH902290.1 supercont1.4490
CH902291.1 supercont1.4491
CH902292.1 supercont1.4492
CH902293.1 supercont1.4493
CH902294.1 supercont1.4494
CH902295.1 supercont1.4495
CH902296.1 supercont1.4496
CH902297.1 supercont1.4497
CH902298.1 supercont1.4498
CH902299.1 supercont1.4499
CH902300.1 supercont1.4500
CH902301.1 supercont1.4501
CH902302.1 supercont1.4502
CH902303.1 supercont1.4503
CH902304.1 supercont1.4504
CH902305.1 supercont1.4505
CH902306.1 supercont1.4506
CH902307.1 supercont1.4507
CH902308.1 supercont1.4508
CH902309.1 supercont1.4509
CH902310.1 supercont1.4510
CH902311.1 supercont1.4511
CH902312.1 supercont1.4512
CH902313.1 supercont1.4513
CH902314.1 supercont1.4514
CH902315.1 supercont1.4515
CH902316.1 supercont1.4516
CH902317.1 supercont1.4517
CH902318.1 supercont1.4518
CH902319.1 supercont1.4519
CH902320.1 supercont1.4520
CH902321.1 supercont1.4521
CH902322.1 supercont1.4522
CH902323.1 supercont1.4523
CH902324.1 supercont1.4524
CH902325.1 supercont1.4525
CH902326.1 supercont1.4526
CH902327.1 supercont1.4527
CH902328.1 supercont1.4528
CH902329.1 supercont1.4529
CH902330.1 supercont1.4530
CH902331.1 supercont1.4531
CH902332.1 supercont1.4532
CH902333.1 supercont1.4533
CH902334.1 supercont1.4534
CH902335.1 supercont1.4535
CH902336.1 supercont1.4536
CH902337.1 supercont1.4537
CH902338.1 supercont1.4538
CH902339.1 supercont1.4539
CH902340.1 supercont1.4540
CH902341.1 supercont1.4541
CH902342.1 supercont1.4542
CH902343.1 supercont1.4543
CH902344.1 supercont1.4544
CH902345.1 supercont1.4545
CH902346.1 supercont1.4546
CH902347.1 supercont1.4547
CH902348.1 supercont1.4548
CH902349.1 supercont1.4549
CH902350.1 supercont1.4550
CH902351.1 supercont1.4551
CH902352.1 supercont1.4552
CH902353.1 supercont1.4553
CH902354.1 supercont1.4554
CH902355.1 supercont1.4555
CH902356.1 supercont1.4556
CH902357.1 supercont1.4557
CH902358.1 supercont1.4558
CH902359.1 supercont1.4559
CH902360.1 supercont1.4560
CH902361.1 supercont1.4561
CH902362.1 supercont1.4562
CH902363.1 supercont1.4563
CH902364.1 supercont1.4564
CH902365.1 supercont1.4565
CH902366.1 supercont1.4566
CH902367.1 supercont1.4567
CH902368.1 supercont1.4568
CH902369.1 supercont1.4569
CH902370.1 supercont1.4570
CH902371.1 supercont1.4571
CH902372.1 supercont1.4572
CH902373.1 supercont1.4573
CH902374.1 supercont1.4574
CH902375.1 supercont1.4575
CH902376.1 supercont1.4576
CH902377.1 supercont1.4577
CH902378.1 supercont1.4578
CH902379.1 supercont1.4579
CH902380.1 supercont1.4580
CH902381.1 supercont1.4581
CH902382.1 supercont1.4582
CH902383.1 supercont1.4583
CH902384.1 supercont1.4584
CH902385.1 supercont1.4585
CH902386.1 supercont1.4586
CH902387.1 supercont1.4587
CH902388.1 supercont1.4588
CH902389.1 supercont1.4589
CH902390.1 supercont1.4590
CH902391.1 supercont1.4591
CH902392.1 supercont1.4592
CH902393.1 supercont1.4593
CH902394.1 supercont1.4594
CH902395.1 supercont1.4595
CH902396.1 supercont1.4596
CH902397.1 supercont1.4597
CH902398.1 supercont1.4598
CH902399.1 supercont1.4599
CH902400.1 supercont1.4600
CH902401.1 supercont1.4601
CH902402.1 supercont1.4602
CH902403.1 supercont1.4603
CH902404.1 supercont1.4604
CH902405.1 supercont1.4605
CH902406.1 supercont1.4606
CH902407.1 supercont1.4607
CH902408.1 supercont1.4608
CH902409.1 supercont1.4609
CH902410.1 supercont1.4610
CH902411.1 supercont1.4611
CH902412.1 supercont1.4612
CH902413.1 supercont1.4613
CH902414.1 supercont1.4614
CH902415.1 supercont1.4615
CH902416.1 supercont1.4616
CH902417.1 supercont1.4617
CH902418.1 supercont1.4618
CH902419.1 supercont1.4619
CH902420.1 supercont1.4620
CH902421.1 supercont1.4621
CH902422.1 supercont1.4622
CH902423.1 supercont1.4623
CH902424.1 supercont1.4624
CH902425.1 supercont1.4625
CH902426.1 supercont1.4626
CH902427.1 supercont1.4627
CH902428.1 supercont1.4628
CH902429.1 supercont1.4629
CH902430.1 supercont1.4630
CH902431.1 supercont1.4631
CH902432.1 supercont1.4632
CH902433.1 supercont1.4633
CH902434.1 supercont1.4634
CH902435.1 supercont1.4635
CH902436.1 supercont1.4636
CH902437.1 supercont1.4637
CH902438.1 supercont1.4638
CH902439.1 supercont1.4639
CH902440.1 supercont1.4640
CH902441.1 supercont1.4641
CH902442.1 supercont1.4642
CH902443.1 supercont1.4643
CH902444.1 supercont1.4644
CH902445.1 supercont1.4645
CH902446.1 supercont1.4646
CH902447.1 supercont1.4647
CH902448.1 supercont1.4648
CH902449.1 supercont1.4649
CH902450.1 supercont1.4650
CH902451.1 supercont1.4651
CH902452.1 supercont1.4652
CH902453.1 supercont1.4653
CH902454.1 supercont1.4654
CH902455.1 supercont1.4655
CH902456.1 supercont1.4656
CH902457.1 supercont1.4657
CH902458.1 supercont1.4658
CH902459.1 supercont1.4659
CH902460.1 supercont1.4660
CH902461.1 supercont1.4661
CH902462.1 supercont1.4662
CH902463.1 supercont1.4663
CH902464.1 supercont1.4664
CH902465.1 supercont1.4665
CH902466.1 supercont1.4666
CH902467.1 supercont1.4667
CH902468.1 supercont1.4668
CH902469.1 supercont1.4669
CH902470.1 supercont1.4670
CH902471.1 supercont1.4671
CH902472.1 supercont1.4672
CH902473.1 supercont1.4673
CH902474.1 supercont1.4674
CH902475.1 supercont1.4675
CH902476.1 supercont1.4676
CH902477.1 supercont1.4677
CH902478.1 supercont1.4678
CH902479.1 supercont1.4679
CH902480.1 supercont1.4680
CH902481.1 supercont1.4681
CH902482.1 supercont1.4682
CH902483.1 supercont1.4683
CH902484.1 supercont1.4684
CH902485.1 supercont1.4685
CH902486.1 supercont1.4686
CH902487.1 supercont1.4687
CH902488.1 supercont1.4688
CH902489.1 supercont1.4689
CH902490.1 supercont1.4690
CH902491.1 supercont1.4691
CH902492.1 supercont1.4692
CH902493.1 supercont1.4693
CH902494.1 supercont1.4694
CH902495.1 supercont1.4695
CH902496.1 supercont1.4696
CH902497.1 supercont1.4697
CH902498.1 supercont1.4698
CH902499.1 supercont1.4699
CH902500.1 supercont1.4700
CH902501.1 supercont1.4701
CH902502.1 supercont1.4702
CH902503.1 supercont1.4703
CH902504.1 supercont1.4704
CH902505.1 supercont1.4705
CH902506.1 supercont1.4706
CH902507.1 supercont1.4707
CH902508.1 supercont1.4708
CH902509.1 supercont1.4709
CH902510.1 supercont1.4710
CH902511.1 supercont1.4711
CH902512.1 supercont1.4712
CH902513.1 supercont1.4713
CH902514.1 supercont1.4714
CH902515.1 supercont1.4715
CH902516.1 supercont1.4716
CH902517.1 supercont1.4717
CH902518.1 supercont1.4718
CH902519.1 supercont1.4719
CH902520.1 supercont1.4720
CH902521.1 supercont1.4721
CH902522.1 supercont1.4722
CH902523.1 supercont1.4723
CH902524.1 supercont1.4724
CH902525.1 supercont1.4725
CH902526.1 supercont1.4726
CH902527.1 supercont1.4727
CH902528.1 supercont1.4728
